Profile,Group,Generation,Mean Fitness,Std Fitness
Hipertensi + CKD,Dual,29,17924.04,2955.06
Hipertensi + CKD,Dual,30,17827.5,3005.82
Hipertensi + CKD,Dual,31,17517.23,2952.27
Hipertensi + CKD,Dual,32,17225.4,2677.07
Hipertensi + CKD,Dual,33,17084.75,2583.27
Hipertensi + CKD,Dual,34,16754.47,2698.2
Hipertensi + CKD,Dual,35,16586.61,2601.1
Hipertensi + CKD,Dual,36,16406.59,2657.87
Hipertensi + CKD,Dual,37,16205.28,2847.66
Hipertensi + CKD,Dual,38,16103.77,2809.94
Hipertensi + CKD,Dual,39,16005.03,2874.47
Hipertensi + CKD,Dual,40,15970.28,2893.18
Hipertensi + CKD,Dual,41,15944.18,2894.61
Hipertensi + CKD,Dual,42,15820.63,2944.24
Hipertensi + CKD,Dual,43,15693.37,3014.45
Hipertensi + CKD,Dual,44,15687.02,3017.13
Hipertensi + CKD,Dual,45,15687.02,3017.13
Hipertensi + CKD,Dual,46,15614.13,3078.1
Hipertensi + CKD,Dual,47,15562.14,3102.7
Hipertensi + CKD,Dual,48,15562.14,3102.7
Hipertensi + CKD,Dual,49,15514.92,3027.84
Hipertensi + CKD,Dual,50,15514.92,3027.84
Hipertensi + CKD,Dual,51,15514.92,3027.84
Hipertensi + CKD,Dual,52,15096.96,3384.8
Hipertensi + CKD,Dual,53,15024.8,3282.19
Hipertensi + CKD,Dual,54,14911.87,3361.42
Hipertensi + CKD,Dual,55,14761.69,3503.09
Hipertensi + CKD,Dual,56,14638.02,3354.41
Hipertensi + CKD,Dual,57,14548.98,3257.9
Hipertensi + CKD,Dual,58,14548.98,3257.9
Hipertensi + CKD,Dual,59,14392.62,3031.9
Hipertensi + CKD,Dual,60,14174.7,3010.64
Hipertensi + CKD,Dual,61,14174.7,3010.64
Hipertensi + CKD,Dual,62,14174.7,3010.64
Hipertensi + CKD,Dual,63,14174.7,3010.64
Hipertensi + CKD,Dual,64,14071.58,2898.59
Hipertensi + CKD,Dual,65,13652.48,2375.37
Hipertensi + CKD,Dual,66,13652.48,2375.37
Hipertensi + CKD,Dual,67,13652.48,2375.37
Hipertensi + CKD,Dual,68,13574.63,2387.32
Hipertensi + CKD,Dual,69,13534.07,2365.1
Hipertensi + CKD,Dual,70,13483.47,2345.96
Hipertensi + CKD,Dual,71,13483.47,2345.96
Hipertensi + CKD,Dual,72,13483.47,2345.96
Hipertensi + CKD,Dual,73,13406.88,2364.65
Hipertensi + CKD,Dual,74,13406.88,2364.65
Hipertensi + CKD,Dual,75,13359.59,2355.35
Hipertensi + CKD,Dual,76,13314.6,2388.95
Hipertensi + CKD,Dual,77,13314.6,2388.95
Hipertensi + CKD,Dual,78,13270.09,2387.15
Hipertensi + CKD,Dual,79,13270.09,2387.15
Hipertensi + CKD,Dual,80,13239.26,2410.97
Hipertensi + CKD,Dual,81,13225.01,2422.73
Hipertensi + CKD,Dual,82,13155.47,2433.38
Hipertensi + CKD,Dual,83,13137.68,2448.47
Hipertensi + CKD,Dual,84,13133.04,2449.77
Hipertensi + CKD,Dual,85,13115.82,2465.34
Hipertensi + CKD,Dual,86,13115.82,2465.34
Hipertensi + CKD,Dual,87,13073.88,2493.19
Hipertensi + CKD,Dual,88,13073.88,2493.19
Hipertensi + CKD,Dual,89,13073.88,2493.19
Hipertensi + CKD,Dual,90,13073.88,2493.19
CVD + Hiperkolesterolemia,Dual,1,50043.39,7627.21
CVD + Hiperkolesterolemia,Dual,2,42740.83,7403.35
CVD + Hiperkolesterolemia,Dual,3,37296.9,5969.11
CVD + Hiperkolesterolemia,Dual,4,30452.88,5733.58
CVD + Hiperkolesterolemia,Dual,5,25905.99,5256.5
CVD + Hiperkolesterolemia,Dual,6,20078.72,5400.03
CVD + Hiperkolesterolemia,Dual,7,18215.63,5446.39
CVD + Hiperkolesterolemia,Dual,8,15356.06,3817.12
CVD + Hiperkolesterolemia,Dual,9,13782.73,3885.39
CVD + Hiperkolesterolemia,Dual,10,11222.49,3378.75
CVD + Hiperkolesterolemia,Dual,11,10708.63,3271.44
CVD + Hiperkolesterolemia,Dual,12,9284.41,3122.18
CVD + Hiperkolesterolemia,Dual,13,8251.88,2926.18
CVD + Hiperkolesterolemia,Dual,14,7950.12,3009.84
CVD + Hiperkolesterolemia,Dual,15,7537.08,2818.05
CVD + Hiperkolesterolemia,Dual,16,6782.68,2785.9
CVD + Hiperkolesterolemia,Dual,17,5809.44,2827.48
CVD + Hiperkolesterolemia,Dual,18,5418.15,2583.67
CVD + Hiperkolesterolemia,Dual,19,5028.05,2163.03
CVD + Hiperkolesterolemia,Dual,20,4455.25,1842.3
CVD + Hiperkolesterolemia,Dual,21,4032.86,1894.06
CVD + Hiperkolesterolemia,Dual,22,3744.24,1749.56
CVD + Hiperkolesterolemia,Dual,23,3619.04,1777.11
CVD + Hiperkolesterolemia,Dual,24,3430.65,1688.92
CVD + Hiperkolesterolemia,Dual,25,3385.09,1715.46
CVD + Hiperkolesterolemia,Dual,26,3128.74,1722.18
CVD + Hiperkolesterolemia,Dual,27,3128.74,1722.18
CVD + Hiperkolesterolemia,Dual,28,3077.83,1704.28
CVD + Hiperkolesterolemia,Dual,29,3012.9,1772.8
CVD + Hiperkolesterolemia,Dual,30,2891.64,1774.87
CVD + Hiperkolesterolemia,Dual,31,2813.31,1847.46
CVD + Hiperkolesterolemia,Dual,32,2796.18,1860.68
CVD + Hiperkolesterolemia,Dual,33,2677.17,1826.17
CVD + Hiperkolesterolemia,Dual,34,1927.97,1117.67
CVD + Hiperkolesterolemia,Dual,35,1914.5,1119.49
CVD + Hiperkolesterolemia,Dual,36,1776.29,1214.18
CVD + Hiperkolesterolemia,Dual,37,1681.65,1206.99
CVD + Hiperkolesterolemia,Dual,38,1681.65,1206.99
CVD + Hiperkolesterolemia,Dual,39,1633.86,1184.25
CVD + Hiperkolesterolemia,Dual,40,1583.21,1228.4
CVD + Hiperkolesterolemia,Dual,41,1563.32,1222.74
CVD + Hiperkolesterolemia,Dual,42,1549.58,1235.72
CVD + Hiperkolesterolemia,Dual,43,1549.58,1235.72
CVD + Hiperkolesterolemia,Dual,44,1523.96,1241.12
CVD + Hiperkolesterolemia,Dual,45,1464.0,1296.11
CVD + Hiperkolesterolemia,Dual,46,1460.3,1296.86
CVD + Hiperkolesterolemia,Dual,47,1457.32,1296.56
CVD + Hiperkolesterolemia,Dual,48,1429.62,1305.08
CVD + Hiperkolesterolemia,Dual,49,1257.93,1109.61
CVD + Hiperkolesterolemia,Dual,50,1257.74,1109.79
CVD + Hiperkolesterolemia,Dual,51,1228.35,1130.81
CVD + Hiperkolesterolemia,Dual,52,1228.35,1130.81
CVD + Hiperkolesterolemia,Dual,53,1172.2,1136.59
CVD + Hiperkolesterolemia,Dual,54,1172.2,1136.59
CVD + Hiperkolesterolemia,Dual,55,1172.17,1136.57
CVD + Hiperkolesterolemia,Dual,56,1042.49,1073.3
CVD + Hiperkolesterolemia,Dual,57,1028.29,1072.12
CVD + Hiperkolesterolemia,Dual,58,1028.29,1072.12
CVD + Hiperkolesterolemia,Dual,59,994.06,1063.04
CVD + Hiperkolesterolemia,Dual,60,994.06,1063.04
CVD + Hiperkolesterolemia,Dual,61,985.54,1057.25
CVD + Hiperkolesterolemia,Dual,62,966.21,1069.38
CVD + Hiperkolesterolemia,Dual,63,965.56,1069.95
CVD + Hiperkolesterolemia,Dual,64,965.56,1069.95
CVD + Hiperkolesterolemia,Dual,65,958.48,1076.02
CVD + Hiperkolesterolemia,Dual,66,955.51,1074.38
CVD + Hiperkolesterolemia,Dual,67,955.51,1074.38
CVD + Hiperkolesterolemia,Dual,68,942.9,1044.79
CVD + Hiperkolesterolemia,Dual,69,933.35,1041.61
CVD + Hiperkolesterolemia,Dual,70,933.35,1041.61
CVD + Hiperkolesterolemia,Dual,71,933.35,1041.61
CVD + Hiperkolesterolemia,Dual,72,919.59,1041.91
CVD + Hiperkolesterolemia,Dual,73,919.33,1042.14
CVD + Hiperkolesterolemia,Dual,74,919.33,1042.14
CVD + Hiperkolesterolemia,Dual,75,899.18,1037.45
CVD + Hiperkolesterolemia,Dual,76,899.18,1037.45
CVD + Hiperkolesterolemia,Dual,77,884.64,1030.53
CVD + Hiperkolesterolemia,Dual,78,884.64,1030.53
CVD + Hiperkolesterolemia,Dual,79,787.38,817.64
CVD + Hiperkolesterolemia,Dual,80,787.38,817.64
CVD + Hiperkolesterolemia,Dual,81,782.75,818.0
CVD + Hiperkolesterolemia,Dual,82,764.44,821.73
CVD + Hiperkolesterolemia,Dual,83,756.03,816.5
CVD + Hiperkolesterolemia,Dual,84,756.03,816.5
CVD + Hiperkolesterolemia,Dual,85,756.03,816.5
CVD + Hiperkolesterolemia,Dual,86,756.03,816.5
CVD + Hiperkolesterolemia,Dual,87,756.03,816.5
CVD + Hiperkolesterolemia,Dual,88,748.96,818.86
CVD + Hiperkolesterolemia,Dual,89,725.58,830.48
CVD + Hiperkolesterolemia,Dual,90,725.58,830.48
CVD + CKD,Dual,1,68231.51,8208.21
CVD + CKD,Dual,2,58804.09,8049.68
CVD + CKD,Dual,3,48782.99,8909.28
CVD + CKD,Dual,4,42208.67,7901.2
CVD + CKD,Dual,5,38656.08,6317.31
CVD + CKD,Dual,6,32849.46,3607.04
CVD + CKD,Dual,7,30529.29,2707.7
CVD + CKD,Dual,8,28359.6,2801.2
CVD + CKD,Dual,9,27068.46,2304.36
CVD + CKD,Dual,10,25422.4,2823.83
CVD + CKD,Dual,11,24817.51,2183.81
CVD + CKD,Dual,12,23480.27,2801.97
CVD + CKD,Dual,13,21918.97,3342.34
CVD + CKD,Dual,14,20603.64,2767.6
CVD + CKD,Dual,15,20323.54,2726.17
CVD + CKD,Dual,16,19742.45,2558.15
CVD + CKD,Dual,17,19412.85,2701.26
CVD + CKD,Dual,18,18440.15,2852.14
CVD + CKD,Dual,19,18107.75,2917.42
CVD + CKD,Dual,20,17648.0,2545.59
CVD + CKD,Dual,21,17409.46,2496.94
CVD + CKD,Dual,22,17001.35,2736.65
CVD + CKD,Dual,23,16726.86,2800.74
CVD + CKD,Dual,24,16471.56,2607.01
CVD + CKD,Dual,25,15722.65,2813.3
CVD + CKD,Dual,26,15517.04,2835.82
CVD + CKD,Dual,27,15388.74,2623.89
CVD + CKD,Dual,28,15012.11,2603.37
CVD + CKD,Dual,29,14944.32,2506.46
CVD + CKD,Dual,30,14694.14,2581.38
CVD + CKD,Dual,31,14341.84,2853.46
CVD + CKD,Dual,32,14251.38,2869.03
CVD + CKD,Dual,33,13976.19,3010.89
CVD + CKD,Dual,34,13794.91,3028.85
CVD + CKD,Dual,35,13429.36,2728.42
CVD + CKD,Dual,36,13409.02,2714.57
CVD + CKD,Dual,37,13389.57,2702.47
CVD + CKD,Dual,38,13271.96,2664.09
CVD + CKD,Dual,39,13006.87,2607.07
CVD + CKD,Dual,40,13006.87,2607.07
CVD + CKD,Dual,41,13002.7,2599.13
CVD + CKD,Dual,42,12888.82,2520.84
CVD + CKD,Dual,43,12645.21,2188.06
CVD + CKD,Dual,44,12352.18,2331.42
CVD + CKD,Dual,45,12300.39,2408.53
CVD + CKD,Dual,46,12278.13,2386.54
CVD + CKD,Dual,47,12274.26,2387.54
CVD + CKD,Dual,48,12229.54,2452.79
CVD + CKD,Dual,49,12069.75,2418.34
CVD + CKD,Dual,50,12069.75,2418.34
CVD + CKD,Dual,51,12066.52,2420.98
CVD + CKD,Dual,52,12008.18,2422.09
CVD + CKD,Dual,53,11982.7,2384.66
CVD + CKD,Dual,54,11940.67,2371.71
CVD + CKD,Dual,55,11928.75,2354.28
CVD + CKD,Dual,56,11682.81,2558.29
CVD + CKD,Dual,57,11638.81,2601.42
CVD + CKD,Dual,58,11575.77,2608.67
CVD + CKD,Dual,59,11570.63,2601.3
CVD + CKD,Dual,60,11531.6,2590.21
CVD + CKD,Dual,61,11367.46,2516.44
CVD + CKD,Dual,62,11198.66,2746.61
CVD + CKD,Dual,63,11106.18,2729.11
CVD + CKD,Dual,64,11012.14,2741.52
CVD + CKD,Dual,65,10995.42,2748.82
CVD + CKD,Dual,66,10976.46,2755.75
CVD + CKD,Dual,67,10819.67,2881.41
CVD + CKD,Dual,68,10812.55,2883.06
CVD + CKD,Dual,69,10769.57,2905.99
CVD + CKD,Dual,70,10661.61,2942.78
CVD + CKD,Dual,71,10533.8,3042.66
CVD + CKD,Dual,72,10479.65,3066.37
CVD + CKD,Dual,73,10379.19,3113.98
CVD + CKD,Dual,74,10369.85,3111.39
CVD + CKD,Dual,75,10368.56,3111.91
CVD + CKD,Dual,76,10231.96,3009.16
CVD + CKD,Dual,77,10231.96,3009.16
CVD + CKD,Dual,78,10191.99,3020.66
CVD + CKD,Dual,79,10191.53,3020.19
CVD + CKD,Dual,80,10092.8,3057.66
CVD + CKD,Dual,81,10089.16,3060.52
CVD + CKD,Dual,82,10031.83,3056.25
CVD + CKD,Dual,83,10002.13,3071.48
CVD + CKD,Dual,84,9975.21,3026.71
CVD + CKD,Dual,85,9969.35,3030.41
CVD + CKD,Dual,86,9932.51,2992.28
CVD + CKD,Dual,87,9910.36,3004.95
CVD + CKD,Dual,88,9779.06,2955.09
CVD + CKD,Dual,89,9779.06,2955.09
CVD + CKD,Dual,90,9779.06,2955.09
Hiperkolesterolemia + CKD,Dual,1,76686.41,8868.34
Hiperkolesterolemia + CKD,Dual,2,60761.63,9947.3
Hiperkolesterolemia + CKD,Dual,3,55992.49,8046.69
Hiperkolesterolemia + CKD,Dual,4,47352.01,9246.74
Hiperkolesterolemia + CKD,Dual,5,42052.66,5700.05
Hiperkolesterolemia + CKD,Dual,6,34939.61,4919.74
Hiperkolesterolemia + CKD,Dual,7,34238.75,4851.92
Hiperkolesterolemia + CKD,Dual,8,32755.76,4881.86
Hiperkolesterolemia + CKD,Dual,9,30756.66,3779.72
Hiperkolesterolemia + CKD,Dual,10,29429.52,3728.62
Hiperkolesterolemia + CKD,Dual,11,27525.21,4644.15
Hiperkolesterolemia + CKD,Dual,12,26997.3,4279.45
Hiperkolesterolemia + CKD,Dual,13,25272.58,3462.86
Hiperkolesterolemia + CKD,Dual,14,24101.05,3780.21
Hiperkolesterolemia + CKD,Dual,15,22541.96,3623.89
Hiperkolesterolemia + CKD,Dual,16,22133.21,3459.88
Hiperkolesterolemia + CKD,Dual,17,21756.61,3503.5
Hiperkolesterolemia + CKD,Dual,18,21463.04,3623.21
Hiperkolesterolemia + CKD,Dual,19,20554.08,3850.24
Hiperkolesterolemia + CKD,Dual,20,20372.4,3849.91
Hiperkolesterolemia + CKD,Dual,21,19733.62,3589.82
Hiperkolesterolemia + CKD,Dual,22,19367.6,3466.39
Hiperkolesterolemia + CKD,Dual,23,19208.37,3424.89
Hiperkolesterolemia + CKD,Dual,24,18990.67,3147.9
Hiperkolesterolemia + CKD,Dual,25,18636.56,3261.99
Hiperkolesterolemia + CKD,Dual,26,18423.31,3444.99
Hiperkolesterolemia + CKD,Dual,27,17847.11,2814.9
Hiperkolesterolemia + CKD,Dual,28,17716.39,2889.71
Hiperkolesterolemia + CKD,Dual,29,17537.56,3053.78
Hiperkolesterolemia + CKD,Dual,30,17481.35,3055.78
Hiperkolesterolemia + CKD,Dual,31,16930.42,2990.15
Hiperkolesterolemia + CKD,Dual,32,16817.21,3013.53
Hiperkolesterolemia + CKD,Dual,33,16523.05,3091.07
Hiperkolesterolemia + CKD,Dual,34,16334.12,3044.31
Hiperkolesterolemia + CKD,Dual,35,16093.17,3312.45
Hiperkolesterolemia + CKD,Dual,36,15861.95,3352.19
Hiperkolesterolemia + CKD,Dual,37,15803.17,3326.81
Hiperkolesterolemia + CKD,Dual,38,15275.02,2989.93
Hiperkolesterolemia + CKD,Dual,39,15238.26,2962.12
Hiperkolesterolemia + CKD,Dual,40,15119.79,2899.33
Hiperkolesterolemia + CKD,Dual,41,14927.53,2689.53
Hiperkolesterolemia + CKD,Dual,42,14843.39,2818.54
Hiperkolesterolemia + CKD,Dual,43,14769.87,2822.88
Hiperkolesterolemia + CKD,Dual,44,14639.94,2903.57
Hiperkolesterolemia + CKD,Dual,45,14625.28,2905.76
Hiperkolesterolemia + CKD,Dual,46,14625.28,2905.76
Hiperkolesterolemia + CKD,Dual,47,14595.91,2954.72
Hiperkolesterolemia + CKD,Dual,48,14570.23,2948.0
Hiperkolesterolemia + CKD,Dual,49,14508.77,2998.69
Hiperkolesterolemia + CKD,Dual,50,14267.99,2935.24
Hiperkolesterolemia + CKD,Dual,51,14228.73,2994.09
Hiperkolesterolemia + CKD,Dual,52,14207.55,3005.06
Hiperkolesterolemia + CKD,Dual,53,14109.15,3027.52
Hiperkolesterolemia + CKD,Dual,54,13880.89,3165.05
Hiperkolesterolemia + CKD,Dual,55,13706.34,3225.53
Hiperkolesterolemia + CKD,Dual,56,13527.38,3069.21
Hiperkolesterolemia + CKD,Dual,57,13326.77,2837.21
Hiperkolesterolemia + CKD,Dual,58,13314.9,2824.87
Hiperkolesterolemia + CKD,Dual,59,13231.68,2861.79
Hiperkolesterolemia + CKD,Dual,60,13060.51,2869.65
Hiperkolesterolemia + CKD,Dual,61,13005.73,2825.11
Hiperkolesterolemia + CKD,Dual,62,13005.73,2825.11
Hiperkolesterolemia + CKD,Dual,63,12425.11,2434.03
Hiperkolesterolemia + CKD,Dual,64,12425.11,2434.03
Hiperkolesterolemia + CKD,Dual,65,12379.88,2482.45
Hiperkolesterolemia + CKD,Dual,66,12254.17,2488.28
Hiperkolesterolemia + CKD,Dual,67,12026.71,2471.15
Hiperkolesterolemia + CKD,Dual,68,11989.59,2477.65
Hiperkolesterolemia + CKD,Dual,69,11912.97,2474.34
Hiperkolesterolemia + CKD,Dual,70,11912.97,2474.34
Hiperkolesterolemia + CKD,Dual,71,11871.18,2502.28
Hiperkolesterolemia + CKD,Dual,72,11793.37,2521.13
Hiperkolesterolemia + CKD,Dual,73,11765.36,2476.31
Hiperkolesterolemia + CKD,Dual,74,11765.36,2476.31
Hiperkolesterolemia + CKD,Dual,75,11765.36,2476.31
Hiperkolesterolemia + CKD,Dual,76,11755.7,2461.32
Hiperkolesterolemia + CKD,Dual,77,11755.7,2461.32
Hiperkolesterolemia + CKD,Dual,78,11306.09,2247.48
Hiperkolesterolemia + CKD,Dual,79,11302.74,2247.78
Hiperkolesterolemia + CKD,Dual,80,11302.74,2247.78
Hiperkolesterolemia + CKD,Dual,81,11227.16,2245.14
Hiperkolesterolemia + CKD,Dual,82,11176.58,2311.44
Hiperkolesterolemia + CKD,Dual,83,11109.03,2332.19
Hiperkolesterolemia + CKD,Dual,84,11109.03,2332.19
Hiperkolesterolemia + CKD,Dual,85,11098.12,2348.44
Hiperkolesterolemia + CKD,Dual,86,11098.12,2348.44
Hiperkolesterolemia + CKD,Dual,87,11098.12,2348.44
Hiperkolesterolemia + CKD,Dual,88,11098.12,2348.44
Hiperkolesterolemia + CKD,Dual,89,11048.9,2347.36
Hiperkolesterolemia + CKD,Dual,90,11015.15,2334.1
DM2 + Hipertensi + CVD,Triple,1,67194.35,10989.85
DM2 + Hipertensi + CVD,Triple,2,57377.7,4613.34
DM2 + Hipertensi + CVD,Triple,3,50936.92,4678.1
DM2 + Hipertensi + CVD,Triple,4,45724.14,5788.5
DM2 + Hipertensi + CVD,Triple,5,40154.97,6264.39
DM2 + Hipertensi + CVD,Triple,6,37413.31,5802.63
DM2 + Hipertensi + CVD,Triple,7,33547.32,5947.44
DM2 + Hipertensi + CVD,Triple,8,31831.41,6272.5
DM2 + Hipertensi + CVD,Triple,9,29364.08,5683.54
DM2 + Hipertensi + CVD,Triple,10,26530.28,5728.96
DM2 + Hipertensi + CVD,Triple,11,24994.63,5020.17
DM2 + Hipertensi + CVD,Triple,12,24333.41,5477.23
DM2 + Hipertensi + CVD,Triple,13,22731.78,4483.61
DM2 + Hipertensi + CVD,Triple,14,21939.65,4823.42
DM2 + Hipertensi + CVD,Triple,15,21132.87,5283.5
DM2 + Hipertensi + CVD,Triple,16,20500.3,4918.61
DM2 + Hipertensi + CVD,Triple,17,20244.04,5109.11
DM2 + Hipertensi + CVD,Triple,18,19748.37,4892.36
DM2 + Hipertensi + CVD,Triple,19,19152.41,5370.26
DM2 + Hipertensi + CVD,Triple,20,18612.19,5575.88
DM2 + Hipertensi + CVD,Triple,21,18151.68,5358.99
DM2 + Hipertensi + CVD,Triple,22,17998.2,5602.19
DM2 + Hipertensi + CVD,Triple,23,17375.56,5741.79
DM2 + Hipertensi + CVD,Triple,24,17004.89,5994.35
DM2 + Hipertensi + CVD,Triple,25,16441.29,5748.41
DM2 + Hipertensi + CVD,Triple,26,16409.82,5758.36
DM2 + Hipertensi + CVD,Triple,27,16239.03,5773.64
DM2 + Hipertensi + CVD,Triple,28,15640.82,5581.95
DM2 + Hipertensi + CVD,Triple,29,15306.23,5656.23
DM2 + Hipertensi + CVD,Triple,30,15285.94,5675.63
DM2 + Hipertensi + CVD,Triple,31,15234.06,5719.97
DM2 + Hipertensi + CVD,Triple,32,15234.06,5719.97
DM2 + Hipertensi + CVD,Triple,33,15070.68,5703.86
DM2 + Hipertensi + CVD,Triple,34,15014.49,5658.35
DM2 + Hipertensi + CVD,Triple,35,14791.2,5788.55
DM2 + Hipertensi + CVD,Triple,36,14700.17,5736.6
DM2 + Hipertensi + CVD,Triple,37,14632.83,5817.34
DM2 + Hipertensi + CVD,Triple,38,14582.49,5826.05
DM2 + Hipertensi + CVD,Triple,39,14516.05,5725.65
DM2 + Hipertensi + CVD,Triple,40,14516.05,5725.65
DM2 + Hipertensi + CVD,Triple,41,14490.07,5723.26
DM2 + Hipertensi + CVD,Triple,42,14028.29,5055.65
DM2 + Hipertensi + CVD,Triple,43,13819.09,4796.7
DM2 + Hipertensi + CVD,Triple,44,13495.87,4880.48
DM2 + Hipertensi + CVD,Triple,45,13180.01,4453.32
DM2 + Hipertensi + CVD,Triple,46,13016.57,4419.62
DM2 + Hipertensi + CVD,Triple,47,12906.39,4323.38
DM2 + Hipertensi + CVD,Triple,48,12839.61,4349.98
DM2 + Hipertensi + CVD,Triple,49,12448.49,3969.18
DM2 + Hipertensi + CVD,Triple,50,11894.76,4438.73
DM2 + Hipertensi + CVD,Triple,51,11846.88,4419.01
DM2 + Hipertensi + CVD,Triple,52,11803.72,4387.25
DM2 + Hipertensi + CVD,Triple,53,11803.72,4387.25
DM2 + Hipertensi + CVD,Triple,54,11511.64,4488.3
DM2 + Hipertensi + CVD,Triple,55,11429.56,4488.78
DM2 + Hipertensi + CVD,Triple,56,11429.56,4488.78
DM2 + Hipertensi + CVD,Triple,57,11147.55,4387.5
DM2 + Hipertensi + CVD,Triple,58,11147.55,4387.5
DM2 + Hipertensi + CVD,Triple,59,10401.71,4205.2
DM2 + Hipertensi + CVD,Triple,60,10376.29,4168.06
DM2 + Hipertensi + CVD,Triple,61,10376.29,4168.06
DM2 + Hipertensi + CVD,Triple,62,10229.13,4297.79
DM2 + Hipertensi + CVD,Triple,63,10229.13,4297.79
DM2 + Hipertensi + CVD,Triple,64,10224.45,4303.16
DM2 + Hipertensi + CVD,Triple,65,10202.02,4295.19
DM2 + Hipertensi + CVD,Triple,66,10108.12,4262.19
DM2 + Hipertensi + CVD,Triple,67,10108.12,4262.19
DM2 + Hipertensi + CVD,Triple,68,10061.51,4317.04
DM2 + Hipertensi + CVD,Triple,69,10061.51,4317.04
DM2 + Hipertensi + CVD,Triple,70,10061.31,4316.75
DM2 + Hipertensi + CVD,Triple,71,10061.31,4316.75
DM2 + Hipertensi + CVD,Triple,72,10061.31,4316.75
DM2 + Hipertensi + CVD,Triple,73,9743.81,4385.56
DM2 + Hipertensi + CVD,Triple,74,9743.81,4385.56
DM2 + Hipertensi + CVD,Triple,75,9743.81,4385.56
DM2 + Hipertensi + CVD,Triple,76,9743.81,4385.56
DM2 + Hipertensi + CVD,Triple,77,9728.84,4379.91
DM2 + Hipertensi + CVD,Triple,78,9709.77,4378.02
DM2 + Hipertensi + CVD,Triple,79,9381.45,4301.04
DM2 + Hipertensi + CVD,Triple,80,9381.45,4301.04
DM2 + Hipertensi + CVD,Triple,81,9381.45,4301.04
DM2 + Hipertensi + CVD,Triple,82,9381.45,4301.04
DM2 + Hipertensi + CVD,Triple,83,9332.0,4238.15
DM2 + Hipertensi + CVD,Triple,84,9211.44,4076.09
DM2 + Hipertensi + CVD,Triple,85,9211.44,4076.09
DM2 + Hipertensi + CVD,Triple,86,9211.44,4076.09
DM2 + Hipertensi + CVD,Triple,87,9184.04,4070.79
DM2 + Hipertensi + CVD,Triple,88,9143.32,4079.71
DM2 + Hipertensi + CVD,Triple,89,9140.77,4080.55
DM2 + Hipertensi + CVD,Triple,90,8978.05,3876.76
DM2 + Hipertensi + Hiperkolesterolemia,Triple,1,66713.03,8675.94
DM2 + Hipertensi + Hiperkolesterolemia,Triple,2,59706.23,6590.39
DM2 + Hipertensi + Hiperkolesterolemia,Triple,3,50820.52,8307.26
DM2 + Hipertensi + Hiperkolesterolemia,Triple,4,45534.5,6517.2
DM2 + Hipertensi + Hiperkolesterolemia,Triple,5,41375.07,4096.97
DM2 + Hipertensi + Hiperkolesterolemia,Triple,6,36558.52,4130.26
DM2 + Hipertensi + Hiperkolesterolemia,Triple,7,34558.45,3997.89
DM2 + Hipertensi + Hiperkolesterolemia,Triple,8,32066.15,4655.28
DM2 + Hipertensi + Hiperkolesterolemia,Triple,9,28800.7,4333.66
DM2 + Hipertensi + Hiperkolesterolemia,Triple,10,28302.58,4781.09
DM2 + Hipertensi + Hiperkolesterolemia,Triple,11,27835.92,4432.49
DM2 + Hipertensi + Hiperkolesterolemia,Triple,12,26475.38,4749.67
DM2 + Hipertensi + Hiperkolesterolemia,Triple,13,25853.4,4327.93
DM2 + Hipertensi + Hiperkolesterolemia,Triple,14,24468.73,4671.74
DM2 + Hipertensi + Hiperkolesterolemia,Triple,15,23307.78,4699.1
DM2 + Hipertensi + Hiperkolesterolemia,Triple,16,22474.4,4944.45
DM2 + Hipertensi + Hiperkolesterolemia,Triple,17,21605.62,4580.66
DM2 + Hipertensi + Hiperkolesterolemia,Triple,18,20201.14,3429.42
DM2 + Hipertensi + Hiperkolesterolemia,Triple,19,19518.6,3889.9
DM2 + Hipertensi + Hiperkolesterolemia,Triple,20,19377.33,4023.78
DM2 + Hipertensi + Hiperkolesterolemia,Triple,21,18646.49,3725.39
DM2 + Hipertensi + Hiperkolesterolemia,Triple,22,18093.04,3655.62
DM2 + Hipertensi + Hiperkolesterolemia,Triple,23,17883.69,3887.83
DM2 + Hipertensi + Hiperkolesterolemia,Triple,24,17302.0,3740.94
DM2 + Hipertensi + Hiperkolesterolemia,Triple,25,16151.43,4490.48
DM2 + Hipertensi + Hiperkolesterolemia,Triple,26,15928.17,4578.83
DM2 + Hipertensi + Hiperkolesterolemia,Triple,27,15773.3,4685.72
DM2 + Hipertensi + Hiperkolesterolemia,Triple,28,15417.06,4377.9
DM2 + Hipertensi + Hiperkolesterolemia,Triple,29,15347.56,4309.22
DM2 + Hipertensi + Hiperkolesterolemia,Triple,30,14768.19,3704.0
DM2 + Hipertensi + Hiperkolesterolemia,Triple,31,14149.74,4321.83
DM2 + Hipertensi + Hiperkolesterolemia,Triple,32,13697.7,4174.06
DM2 + Hipertensi + Hiperkolesterolemia,Triple,33,13161.65,3705.48
DM2 + Hipertensi + Hiperkolesterolemia,Triple,34,13052.09,3698.88
DM2 + Hipertensi + Hiperkolesterolemia,Triple,35,12701.96,3854.54
DM2 + Hipertensi + Hiperkolesterolemia,Triple,36,12598.2,3819.46
DM2 + Hipertensi + Hiperkolesterolemia,Triple,37,12559.46,3765.09
DM2 + Hipertensi + Hiperkolesterolemia,Triple,38,12433.43,3713.99
