Profile,Group,Generation,Mean Fitness,Std Fitness
DM2 + Hipertensi,Dual,85,7809.37,1724.65
DM2 + Hipertensi,Dual,86,7719.44,1882.5
DM2 + Hipertensi,Dual,87,7719.44,1882.5
DM2 + Hipertensi,Dual,88,7719.44,1882.5
DM2 + Hipertensi,Dual,89,7668.36,1964.28
DM2 + Hipertensi,Dual,90,7668.36,1964.28
DM2 + CVD,Dual,1,60183.91,7645.96
DM2 + CVD,Dual,2,52378.35,6714.63
DM2 + CVD,Dual,3,42534.09,5243.39
DM2 + CVD,Dual,4,34971.23,4872.68
DM2 + CVD,Dual,5,32371.12,2928.78
DM2 + CVD,Dual,6,31861.96,3013.8
DM2 + CVD,Dual,7,29098.9,4239.72
DM2 + CVD,Dual,8,25812.09,3428.46
DM2 + CVD,Dual,9,23037.42,5074.16
DM2 + CVD,Dual,10,21874.01,4145.02
DM2 + CVD,Dual,11,20677.1,3213.49
DM2 + CVD,Dual,12,20222.5,3563.65
DM2 + CVD,Dual,13,19197.68,3024.09
DM2 + CVD,Dual,14,18741.25,2925.42
DM2 + CVD,Dual,15,18482.51,2986.84
DM2 + CVD,Dual,16,17828.02,2988.6
DM2 + CVD,Dual,17,17307.36,2834.15
DM2 + CVD,Dual,18,17074.12,2596.31
DM2 + CVD,Dual,19,16248.44,2292.51
DM2 + CVD,Dual,20,15924.95,2572.04
DM2 + CVD,Dual,21,15505.64,2330.54
DM2 + CVD,Dual,22,15236.22,2471.61
DM2 + CVD,Dual,23,14862.9,2141.42
DM2 + CVD,Dual,24,14476.45,2320.78
DM2 + CVD,Dual,25,14384.86,2254.75
DM2 + CVD,Dual,26,13869.89,2473.1
DM2 + CVD,Dual,27,13250.53,2084.51
DM2 + CVD,Dual,28,13238.46,2077.57
DM2 + CVD,Dual,29,13232.93,2075.89
DM2 + CVD,Dual,30,13011.19,1859.16
DM2 + CVD,Dual,31,12978.85,1890.31
DM2 + CVD,Dual,32,12579.33,2121.3
DM2 + CVD,Dual,33,12476.96,2053.85
DM2 + CVD,Dual,34,12340.8,1865.22
DM2 + CVD,Dual,35,12283.64,1790.04
DM2 + CVD,Dual,36,11839.92,1757.12
DM2 + CVD,Dual,37,11839.92,1757.12
DM2 + CVD,Dual,38,11723.2,1914.72
DM2 + CVD,Dual,39,11599.06,1929.03
DM2 + CVD,Dual,40,11294.23,1904.93
DM2 + CVD,Dual,41,11294.23,1904.93
DM2 + CVD,Dual,42,11104.19,1949.28
DM2 + CVD,Dual,43,10834.85,1641.6
DM2 + CVD,Dual,44,10433.28,2171.51
DM2 + CVD,Dual,45,10433.28,2171.51
DM2 + CVD,Dual,46,10357.86,2243.89
DM2 + CVD,Dual,47,10351.26,2244.82
DM2 + CVD,Dual,48,10345.45,2242.64
DM2 + CVD,Dual,49,10285.43,2308.01
DM2 + CVD,Dual,50,10203.05,2358.49
DM2 + CVD,Dual,51,10203.05,2358.49
DM2 + CVD,Dual,52,10187.53,2378.16
DM2 + CVD,Dual,53,10084.96,2326.89
DM2 + CVD,Dual,54,10084.96,2326.89
DM2 + CVD,Dual,55,10048.46,2369.06
DM2 + CVD,Dual,56,10048.46,2369.06
DM2 + CVD,Dual,57,10019.27,2338.44
DM2 + CVD,Dual,58,10019.27,2338.44
DM2 + CVD,Dual,59,10019.27,2338.44
DM2 + CVD,Dual,60,9996.46,2339.76
DM2 + CVD,Dual,61,9996.46,2339.76
DM2 + CVD,Dual,62,9996.46,2339.76
DM2 + CVD,Dual,63,9917.31,2331.09
DM2 + CVD,Dual,64,9900.03,2331.02
DM2 + CVD,Dual,65,9872.98,2297.2
DM2 + CVD,Dual,66,9719.25,2153.58
DM2 + CVD,Dual,67,9701.53,2142.8
DM2 + CVD,Dual,68,9700.52,2144.0
DM2 + CVD,Dual,69,9700.52,2144.0
DM2 + CVD,Dual,70,9700.52,2144.0
DM2 + CVD,Dual,71,9700.52,2144.0
DM2 + CVD,Dual,72,9700.52,2144.0
DM2 + CVD,Dual,73,9554.67,2351.31
DM2 + CVD,Dual,74,9554.67,2351.31
DM2 + CVD,Dual,75,9554.67,2351.31
DM2 + CVD,Dual,76,9539.26,2351.2
DM2 + CVD,Dual,77,9491.3,2320.77
DM2 + CVD,Dual,78,9491.3,2320.77
DM2 + CVD,Dual,79,9491.3,2320.77
DM2 + CVD,Dual,80,9491.3,2320.77
DM2 + CVD,Dual,81,9455.38,2297.34
DM2 + CVD,Dual,82,9455.38,2297.34
DM2 + CVD,Dual,83,9455.38,2297.34
DM2 + CVD,Dual,84,9455.38,2297.34
DM2 + CVD,Dual,85,9455.38,2297.34
DM2 + CVD,Dual,86,9447.57,2296.18
DM2 + CVD,Dual,87,9447.57,2296.18
DM2 + CVD,Dual,88,9447.57,2296.18
DM2 + CVD,Dual,89,9437.01,2308.5
DM2 + CVD,Dual,90,9388.51,2390.07
DM2 + Hiperkolesterolemia,Dual,1,67578.67,5982.7
DM2 + Hiperkolesterolemia,Dual,2,58967.89,6577.86
DM2 + Hiperkolesterolemia,Dual,3,51459.21,3910.29
DM2 + Hiperkolesterolemia,Dual,4,45557.37,5398.09
DM2 + Hiperkolesterolemia,Dual,5,40563.76,4171.03
DM2 + Hiperkolesterolemia,Dual,6,37179.02,3724.73
DM2 + Hiperkolesterolemia,Dual,7,31800.1,4879.12
DM2 + Hiperkolesterolemia,Dual,8,29701.01,4490.45
DM2 + Hiperkolesterolemia,Dual,9,27838.54,3818.63
DM2 + Hiperkolesterolemia,Dual,10,26014.43,3566.01
DM2 + Hiperkolesterolemia,Dual,11,25427.91,3775.21
DM2 + Hiperkolesterolemia,Dual,12,24302.41,3497.84
DM2 + Hiperkolesterolemia,Dual,13,23469.23,3470.67
DM2 + Hiperkolesterolemia,Dual,14,22882.06,3698.62
DM2 + Hiperkolesterolemia,Dual,15,21601.69,3346.14
DM2 + Hiperkolesterolemia,Dual,16,20957.29,3858.04
DM2 + Hiperkolesterolemia,Dual,17,20787.28,3888.22
DM2 + Hiperkolesterolemia,Dual,18,19882.66,3418.75
DM2 + Hiperkolesterolemia,Dual,19,19502.55,3590.35
DM2 + Hiperkolesterolemia,Dual,20,19323.42,3637.69
DM2 + Hiperkolesterolemia,Dual,21,19063.24,3821.46
DM2 + Hiperkolesterolemia,Dual,22,18766.28,4121.75
DM2 + Hiperkolesterolemia,Dual,23,18518.83,4135.61
DM2 + Hiperkolesterolemia,Dual,24,18518.33,4135.41
DM2 + Hiperkolesterolemia,Dual,25,18099.76,3979.5
DM2 + Hiperkolesterolemia,Dual,26,18000.71,4091.41
DM2 + Hiperkolesterolemia,Dual,27,17907.48,4138.27
DM2 + Hiperkolesterolemia,Dual,28,17768.08,4147.51
DM2 + Hiperkolesterolemia,Dual,29,17592.17,3984.03
DM2 + Hiperkolesterolemia,Dual,30,17451.63,4035.12
DM2 + Hiperkolesterolemia,Dual,31,17059.58,4514.74
DM2 + Hiperkolesterolemia,Dual,32,17051.47,4508.81
DM2 + Hiperkolesterolemia,Dual,33,16689.46,4335.66
DM2 + Hiperkolesterolemia,Dual,34,16572.1,4304.18
DM2 + Hiperkolesterolemia,Dual,35,16238.66,4177.28
DM2 + Hiperkolesterolemia,Dual,36,15950.41,4428.76
DM2 + Hiperkolesterolemia,Dual,37,15618.47,4333.2
DM2 + Hiperkolesterolemia,Dual,38,15461.37,4390.88
DM2 + Hiperkolesterolemia,Dual,39,15461.37,4390.88
DM2 + Hiperkolesterolemia,Dual,40,15450.16,4395.47
DM2 + Hiperkolesterolemia,Dual,41,15344.42,4420.44
DM2 + Hiperkolesterolemia,Dual,42,15327.4,4429.17
DM2 + Hiperkolesterolemia,Dual,43,15326.84,4429.65
DM2 + Hiperkolesterolemia,Dual,44,15326.84,4429.65
DM2 + Hiperkolesterolemia,Dual,45,15277.78,4430.22
DM2 + Hiperkolesterolemia,Dual,46,15277.78,4430.22
DM2 + Hiperkolesterolemia,Dual,47,15264.69,4444.62
DM2 + Hiperkolesterolemia,Dual,48,15264.69,4444.62
DM2 + Hiperkolesterolemia,Dual,49,15264.69,4444.62
DM2 + Hiperkolesterolemia,Dual,50,14954.99,4673.61
DM2 + Hiperkolesterolemia,Dual,51,14954.99,4673.61
DM2 + Hiperkolesterolemia,Dual,52,14927.68,4707.2
DM2 + Hiperkolesterolemia,Dual,53,14891.0,4648.38
DM2 + Hiperkolesterolemia,Dual,54,14891.0,4648.38
DM2 + Hiperkolesterolemia,Dual,55,14770.83,4695.5
DM2 + Hiperkolesterolemia,Dual,56,14764.03,4683.94
DM2 + Hiperkolesterolemia,Dual,57,14764.03,4683.94
DM2 + Hiperkolesterolemia,Dual,58,14750.81,4693.27
DM2 + Hiperkolesterolemia,Dual,59,14750.81,4693.27
DM2 + Hiperkolesterolemia,Dual,60,14709.39,4630.92
DM2 + Hiperkolesterolemia,Dual,61,14669.06,4647.5
DM2 + Hiperkolesterolemia,Dual,62,14669.06,4647.5
DM2 + Hiperkolesterolemia,Dual,63,14669.06,4647.5
DM2 + Hiperkolesterolemia,Dual,64,14649.16,4636.41
DM2 + Hiperkolesterolemia,Dual,65,14638.52,4620.99
DM2 + Hiperkolesterolemia,Dual,66,14627.01,4635.04
DM2 + Hiperkolesterolemia,Dual,67,14535.22,4761.05
DM2 + Hiperkolesterolemia,Dual,68,14518.59,4737.62
DM2 + Hiperkolesterolemia,Dual,69,14518.59,4737.62
DM2 + Hiperkolesterolemia,Dual,70,14518.59,4737.62
DM2 + Hiperkolesterolemia,Dual,71,14518.59,4737.62
DM2 + Hiperkolesterolemia,Dual,72,14518.59,4737.62
DM2 + Hiperkolesterolemia,Dual,73,14341.32,4725.28
DM2 + Hiperkolesterolemia,Dual,74,14341.32,4725.28
DM2 + Hiperkolesterolemia,Dual,75,14341.32,4725.28
DM2 + Hiperkolesterolemia,Dual,76,14341.32,4725.28
DM2 + Hiperkolesterolemia,Dual,77,14341.32,4725.28
DM2 + Hiperkolesterolemia,Dual,78,14205.02,4798.45
DM2 + Hiperkolesterolemia,Dual,79,14205.02,4798.45
DM2 + Hiperkolesterolemia,Dual,80,14205.02,4798.45
DM2 + Hiperkolesterolemia,Dual,81,14205.02,4798.45
DM2 + Hiperkolesterolemia,Dual,82,14205.02,4798.45
DM2 + Hiperkolesterolemia,Dual,83,14189.43,4792.88
DM2 + Hiperkolesterolemia,Dual,84,14113.67,4782.79
DM2 + Hiperkolesterolemia,Dual,85,14038.11,4728.87
DM2 + Hiperkolesterolemia,Dual,86,14024.14,4736.9
DM2 + Hiperkolesterolemia,Dual,87,14007.09,4745.02
DM2 + Hiperkolesterolemia,Dual,88,14007.09,4745.02
DM2 + Hiperkolesterolemia,Dual,89,13971.87,4736.12
DM2 + Hiperkolesterolemia,Dual,90,13971.87,4736.12
DM2 + CKD,Dual,1,78021.49,9069.63
DM2 + CKD,Dual,2,64119.27,9146.53
DM2 + CKD,Dual,3,56316.31,7610.75
DM2 + CKD,Dual,4,50504.0,6202.01
DM2 + CKD,Dual,5,46433.72,6010.09
DM2 + CKD,Dual,6,41624.42,6416.36
DM2 + CKD,Dual,7,40132.97,6053.51
DM2 + CKD,Dual,8,36378.41,5749.71
DM2 + CKD,Dual,9,33943.18,5687.63
DM2 + CKD,Dual,10,30969.07,5083.77
DM2 + CKD,Dual,11,30093.53,5326.41
DM2 + CKD,Dual,12,29571.01,4737.41
DM2 + CKD,Dual,13,27972.59,4075.61
DM2 + CKD,Dual,14,27117.87,3875.08
DM2 + CKD,Dual,15,25823.48,2828.71
DM2 + CKD,Dual,16,24682.67,2629.72
DM2 + CKD,Dual,17,24380.58,2759.59
DM2 + CKD,Dual,18,24121.63,2681.03
DM2 + CKD,Dual,19,23305.1,2955.78
DM2 + CKD,Dual,20,22635.44,2524.07
DM2 + CKD,Dual,21,22003.88,2403.71
DM2 + CKD,Dual,22,21561.46,2226.9
DM2 + CKD,Dual,23,20470.93,2291.96
DM2 + CKD,Dual,24,20119.17,2345.38
DM2 + CKD,Dual,25,19866.4,2305.55
DM2 + CKD,Dual,26,19789.49,2186.75
DM2 + CKD,Dual,27,19406.49,2256.99
DM2 + CKD,Dual,28,19302.28,2248.29
DM2 + CKD,Dual,29,19215.96,2229.6
DM2 + CKD,Dual,30,19166.81,2133.25
DM2 + CKD,Dual,31,19089.09,2224.23
DM2 + CKD,Dual,32,18974.0,2196.23
DM2 + CKD,Dual,33,18883.49,2247.56
DM2 + CKD,Dual,34,18734.96,2212.83
DM2 + CKD,Dual,35,18673.42,2211.87
DM2 + CKD,Dual,36,18346.43,2514.66
DM2 + CKD,Dual,37,18243.34,2481.07
DM2 + CKD,Dual,38,18243.34,2481.07
DM2 + CKD,Dual,39,18095.51,2485.87
DM2 + CKD,Dual,40,17984.75,2501.85
DM2 + CKD,Dual,41,17976.86,2493.79
DM2 + CKD,Dual,42,17936.01,2519.34
DM2 + CKD,Dual,43,17936.01,2519.34
DM2 + CKD,Dual,44,17790.4,2538.32
DM2 + CKD,Dual,45,17790.4,2538.32
DM2 + CKD,Dual,46,17736.27,2561.74
DM2 + CKD,Dual,47,17631.85,2623.31
DM2 + CKD,Dual,48,17631.85,2623.31
DM2 + CKD,Dual,49,17631.85,2623.31
DM2 + CKD,Dual,50,17586.03,2609.62
DM2 + CKD,Dual,51,17460.86,2655.8
DM2 + CKD,Dual,52,17460.86,2655.8
DM2 + CKD,Dual,53,17448.88,2663.42
DM2 + CKD,Dual,54,17448.88,2663.42
DM2 + CKD,Dual,55,17366.31,2707.42
DM2 + CKD,Dual,56,17366.31,2707.42
DM2 + CKD,Dual,57,17366.31,2707.42
DM2 + CKD,Dual,58,17366.31,2707.42
DM2 + CKD,Dual,59,17357.62,2686.96
DM2 + CKD,Dual,60,17285.03,2659.87
DM2 + CKD,Dual,61,17285.03,2659.87
DM2 + CKD,Dual,62,17245.55,2688.12
DM2 + CKD,Dual,63,17209.37,2717.7
DM2 + CKD,Dual,64,17209.37,2717.7
DM2 + CKD,Dual,65,17133.68,2783.6
DM2 + CKD,Dual,66,17133.68,2783.6
DM2 + CKD,Dual,67,16975.37,2430.2
DM2 + CKD,Dual,68,16975.37,2430.2
DM2 + CKD,Dual,69,16962.87,2437.74
DM2 + CKD,Dual,70,16924.91,2462.91
DM2 + CKD,Dual,71,16800.99,2219.47
DM2 + CKD,Dual,72,16800.99,2219.47
DM2 + CKD,Dual,73,16800.99,2219.47
DM2 + CKD,Dual,74,16800.99,2219.47
DM2 + CKD,Dual,75,16800.99,2219.47
DM2 + CKD,Dual,76,16784.61,2204.31
DM2 + CKD,Dual,77,16691.85,2045.37
DM2 + CKD,Dual,78,16678.58,2026.05
DM2 + CKD,Dual,79,16569.15,2035.01
DM2 + CKD,Dual,80,16525.95,2087.67
DM2 + CKD,Dual,81,16525.95,2087.67
DM2 + CKD,Dual,82,16525.95,2087.67
DM2 + CKD,Dual,83,16507.53,2112.15
DM2 + CKD,Dual,84,16507.53,2112.15
DM2 + CKD,Dual,85,16507.53,2112.15
DM2 + CKD,Dual,86,16507.53,2112.15
DM2 + CKD,Dual,87,16498.33,2107.2
DM2 + CKD,Dual,88,16498.33,2107.2
DM2 + CKD,Dual,89,16498.33,2107.2
DM2 + CKD,Dual,90,16488.64,2096.99
Hipertensi + CVD,Dual,1,47428.81,10799.42
Hipertensi + CVD,Dual,2,39535.63,7702.25
Hipertensi + CVD,Dual,3,35196.81,6708.15
Hipertensi + CVD,Dual,4,29821.05,4567.19
Hipertensi + CVD,Dual,5,24207.78,5312.9
Hipertensi + CVD,Dual,6,22454.2,4323.7
Hipertensi + CVD,Dual,7,19569.31,5223.21
Hipertensi + CVD,Dual,8,17793.43,4547.28
Hipertensi + CVD,Dual,9,15691.35,3945.52
Hipertensi + CVD,Dual,10,14169.81,3306.12
Hipertensi + CVD,Dual,11,13465.03,3136.89
Hipertensi + CVD,Dual,12,12474.82,3244.29
Hipertensi + CVD,Dual,13,12026.26,3255.52
Hipertensi + CVD,Dual,14,11460.53,3431.62
Hipertensi + CVD,Dual,15,10251.21,3860.99
Hipertensi + CVD,Dual,16,9389.06,3260.02
Hipertensi + CVD,Dual,17,8897.44,3201.76
Hipertensi + CVD,Dual,18,8540.19,2848.77
Hipertensi + CVD,Dual,19,8321.09,2588.76
Hipertensi + CVD,Dual,20,8151.75,2623.02
Hipertensi + CVD,Dual,21,7940.93,2409.86
Hipertensi + CVD,Dual,22,7382.09,2269.21
Hipertensi + CVD,Dual,23,7023.5,2370.54
Hipertensi + CVD,Dual,24,7021.56,2368.81
Hipertensi + CVD,Dual,25,6644.31,2339.83
Hipertensi + CVD,Dual,26,6551.53,2302.78
Hipertensi + CVD,Dual,27,6282.58,2268.58
Hipertensi + CVD,Dual,28,6037.7,2211.98
Hipertensi + CVD,Dual,29,5867.33,2141.01
Hipertensi + CVD,Dual,30,5533.68,1638.39
Hipertensi + CVD,Dual,31,5491.28,1656.27
Hipertensi + CVD,Dual,32,5442.99,1687.16
Hipertensi + CVD,Dual,33,5119.38,1612.64
Hipertensi + CVD,Dual,34,5119.38,1612.64
Hipertensi + CVD,Dual,35,5037.62,1682.67
Hipertensi + CVD,Dual,36,5018.7,1675.91
Hipertensi + CVD,Dual,37,4936.82,1565.76
Hipertensi + CVD,Dual,38,4786.26,1627.05
Hipertensi + CVD,Dual,39,4753.16,1622.72
Hipertensi + CVD,Dual,40,4667.72,1683.66
Hipertensi + CVD,Dual,41,4618.73,1659.94
Hipertensi + CVD,Dual,42,4603.97,1647.87
Hipertensi + CVD,Dual,43,4572.27,1651.06
Hipertensi + CVD,Dual,44,4572.27,1651.06
Hipertensi + CVD,Dual,45,4397.88,1428.89
Hipertensi + CVD,Dual,46,4373.13,1434.87
Hipertensi + CVD,Dual,47,4280.01,1515.07
Hipertensi + CVD,Dual,48,4154.94,1547.18
Hipertensi + CVD,Dual,49,3996.79,1606.48
Hipertensi + CVD,Dual,50,3984.85,1616.17
Hipertensi + CVD,Dual,51,3967.54,1599.55
Hipertensi + CVD,Dual,52,3959.62,1593.66
Hipertensi + CVD,Dual,53,3943.55,1567.95
Hipertensi + CVD,Dual,54,3837.54,1498.44
Hipertensi + CVD,Dual,55,3767.44,1461.57
Hipertensi + CVD,Dual,56,3662.1,1575.52
Hipertensi + CVD,Dual,57,3662.1,1575.52
Hipertensi + CVD,Dual,58,3656.31,1575.55
Hipertensi + CVD,Dual,59,3621.63,1586.58
Hipertensi + CVD,Dual,60,3586.45,1635.82
Hipertensi + CVD,Dual,61,3583.97,1637.79
Hipertensi + CVD,Dual,62,3558.32,1627.12
Hipertensi + CVD,Dual,63,3558.32,1627.12
Hipertensi + CVD,Dual,64,3555.94,1623.47
Hipertensi + CVD,Dual,65,3511.86,1615.63
Hipertensi + CVD,Dual,66,3511.48,1615.64
Hipertensi + CVD,Dual,67,3478.77,1646.11
Hipertensi + CVD,Dual,68,3478.77,1646.11
Hipertensi + CVD,Dual,69,3435.05,1636.0
Hipertensi + CVD,Dual,70,3432.94,1637.67
Hipertensi + CVD,Dual,71,3432.94,1637.67
Hipertensi + CVD,Dual,72,3432.94,1637.67
Hipertensi + CVD,Dual,73,3405.82,1650.12
Hipertensi + CVD,Dual,74,3365.32,1656.85
Hipertensi + CVD,Dual,75,3365.32,1656.85
Hipertensi + CVD,Dual,76,3365.32,1656.85
Hipertensi + CVD,Dual,77,3350.31,1651.59
Hipertensi + CVD,Dual,78,3341.44,1659.71
Hipertensi + CVD,Dual,79,3320.9,1627.2
Hipertensi + CVD,Dual,80,3320.9,1627.2
Hipertensi + CVD,Dual,81,3302.87,1645.02
Hipertensi + CVD,Dual,82,3302.87,1645.02
Hipertensi + CVD,Dual,83,3302.09,1644.81
Hipertensi + CVD,Dual,84,3269.4,1646.07
Hipertensi + CVD,Dual,85,3269.4,1646.07
Hipertensi + CVD,Dual,86,3269.4,1646.07
Hipertensi + CVD,Dual,87,3187.84,1630.31
Hipertensi + CVD,Dual,88,3177.82,1627.13
Hipertensi + CVD,Dual,89,3162.17,1597.2
Hipertensi + CVD,Dual,90,3127.68,1584.68
Hipertensi + Hiperkolesterolemia,Dual,1,49423.79,6694.04
Hipertensi + Hiperkolesterolemia,Dual,2,41589.9,5709.08
Hipertensi + Hiperkolesterolemia,Dual,3,36122.1,4071.94
Hipertensi + Hiperkolesterolemia,Dual,4,29111.12,4473.32
Hipertensi + Hiperkolesterolemia,Dual,5,26736.47,3260.83
Hipertensi + Hiperkolesterolemia,Dual,6,22515.29,3396.74
Hipertensi + Hiperkolesterolemia,Dual,7,21414.48,3828.92
Hipertensi + Hiperkolesterolemia,Dual,8,18825.19,2498.37
Hipertensi + Hiperkolesterolemia,Dual,9,17195.09,2788.84
Hipertensi + Hiperkolesterolemia,Dual,10,15869.08,2627.59
Hipertensi + Hiperkolesterolemia,Dual,11,14861.41,2801.33
Hipertensi + Hiperkolesterolemia,Dual,12,13986.63,2756.71
Hipertensi + Hiperkolesterolemia,Dual,13,12740.15,3249.4
Hipertensi + Hiperkolesterolemia,Dual,14,12182.22,2742.89
Hipertensi + Hiperkolesterolemia,Dual,15,11254.09,2954.53
Hipertensi + Hiperkolesterolemia,Dual,16,10792.16,2864.75
Hipertensi + Hiperkolesterolemia,Dual,17,10139.88,2975.07
Hipertensi + Hiperkolesterolemia,Dual,18,9934.85,3167.17
Hipertensi + Hiperkolesterolemia,Dual,19,9380.9,3089.04
Hipertensi + Hiperkolesterolemia,Dual,20,9273.25,3012.09
Hipertensi + Hiperkolesterolemia,Dual,21,9019.42,2890.87
Hipertensi + Hiperkolesterolemia,Dual,22,8764.7,2559.09
Hipertensi + Hiperkolesterolemia,Dual,23,8515.46,2626.09
Hipertensi + Hiperkolesterolemia,Dual,24,8220.57,2572.83
Hipertensi + Hiperkolesterolemia,Dual,25,7743.85,2156.55
Hipertensi + Hiperkolesterolemia,Dual,26,7258.13,2240.54
Hipertensi + Hiperkolesterolemia,Dual,27,6945.06,1803.64
Hipertensi + Hiperkolesterolemia,Dual,28,6496.06,1704.85
Hipertensi + Hiperkolesterolemia,Dual,29,6164.68,1738.69
Hipertensi + Hiperkolesterolemia,Dual,30,6164.35,1738.32
Hipertensi + Hiperkolesterolemia,Dual,31,6017.32,1698.92
Hipertensi + Hiperkolesterolemia,Dual,32,5845.36,1763.14
Hipertensi + Hiperkolesterolemia,Dual,33,5800.17,1753.93
Hipertensi + Hiperkolesterolemia,Dual,34,5730.27,1765.14
Hipertensi + Hiperkolesterolemia,Dual,35,5677.09,1838.94
Hipertensi + Hiperkolesterolemia,Dual,36,5419.86,1616.58
Hipertensi + Hiperkolesterolemia,Dual,37,5186.21,1692.09
Hipertensi + Hiperkolesterolemia,Dual,38,5185.68,1692.41
Hipertensi + Hiperkolesterolemia,Dual,39,5090.4,1558.02
Hipertensi + Hiperkolesterolemia,Dual,40,5004.49,1546.03
Hipertensi + Hiperkolesterolemia,Dual,41,5004.49,1546.03
Hipertensi + Hiperkolesterolemia,Dual,42,4876.0,1670.53
Hipertensi + Hiperkolesterolemia,Dual,43,4857.08,1682.45
Hipertensi + Hiperkolesterolemia,Dual,44,4730.82,1751.05
Hipertensi + Hiperkolesterolemia,Dual,45,4686.97,1802.56
Hipertensi + Hiperkolesterolemia,Dual,46,4589.12,1887.74
Hipertensi + Hiperkolesterolemia,Dual,47,4523.75,1812.27
Hipertensi + Hiperkolesterolemia,Dual,48,4243.7,1692.93
Hipertensi + Hiperkolesterolemia,Dual,49,4240.73,1695.72
Hipertensi + Hiperkolesterolemia,Dual,50,4160.68,1727.33
Hipertensi + Hiperkolesterolemia,Dual,51,4113.37,1652.73
Hipertensi + Hiperkolesterolemia,Dual,52,3991.31,1556.95
Hipertensi + Hiperkolesterolemia,Dual,53,3939.23,1573.99
Hipertensi + Hiperkolesterolemia,Dual,54,3923.35,1547.62
Hipertensi + Hiperkolesterolemia,Dual,55,3628.18,1657.65
Hipertensi + Hiperkolesterolemia,Dual,56,3628.18,1657.65
Hipertensi + Hiperkolesterolemia,Dual,57,3595.47,1633.91
Hipertensi + Hiperkolesterolemia,Dual,58,3562.89,1655.78
Hipertensi + Hiperkolesterolemia,Dual,59,3517.97,1670.95
Hipertensi + Hiperkolesterolemia,Dual,60,3511.57,1675.07
Hipertensi + Hiperkolesterolemia,Dual,61,3440.96,1640.41
Hipertensi + Hiperkolesterolemia,Dual,62,3402.63,1653.32
Hipertensi + Hiperkolesterolemia,Dual,63,3402.63,1653.32
Hipertensi + Hiperkolesterolemia,Dual,64,3402.01,1653.89
Hipertensi + Hiperkolesterolemia,Dual,65,3402.01,1653.89
Hipertensi + Hiperkolesterolemia,Dual,66,3392.17,1650.97
Hipertensi + Hiperkolesterolemia,Dual,67,3351.87,1581.9
Hipertensi + Hiperkolesterolemia,Dual,68,3351.87,1581.9
Hipertensi + Hiperkolesterolemia,Dual,69,3327.39,1574.66
Hipertensi + Hiperkolesterolemia,Dual,70,3327.39,1574.66
Hipertensi + Hiperkolesterolemia,Dual,71,3275.37,1576.2
Hipertensi + Hiperkolesterolemia,Dual,72,3275.37,1576.2
Hipertensi + Hiperkolesterolemia,Dual,73,3267.48,1581.6
Hipertensi + Hiperkolesterolemia,Dual,74,3267.48,1581.6
Hipertensi + Hiperkolesterolemia,Dual,75,3231.54,1512.33
Hipertensi + Hiperkolesterolemia,Dual,76,3231.54,1512.33
Hipertensi + Hiperkolesterolemia,Dual,77,3231.54,1512.33
Hipertensi + Hiperkolesterolemia,Dual,78,3231.54,1512.33
Hipertensi + Hiperkolesterolemia,Dual,79,3231.54,1512.33
Hipertensi + Hiperkolesterolemia,Dual,80,3169.73,1404.63
Hipertensi + Hiperkolesterolemia,Dual,81,3169.73,1404.63
Hipertensi + Hiperkolesterolemia,Dual,82,3169.73,1404.63
Hipertensi + Hiperkolesterolemia,Dual,83,3169.73,1404.63
Hipertensi + Hiperkolesterolemia,Dual,84,3169.73,1404.63
Hipertensi + Hiperkolesterolemia,Dual,85,3169.73,1404.63
Hipertensi + Hiperkolesterolemia,Dual,86,3137.95,1417.21
Hipertensi + Hiperkolesterolemia,Dual,87,3083.14,1400.31
Hipertensi + Hiperkolesterolemia,Dual,88,3015.64,1297.94
Hipertensi + Hiperkolesterolemia,Dual,89,3015.64,1297.94
Hipertensi + Hiperkolesterolemia,Dual,90,3015.64,1297.94
Hipertensi + CKD,Dual,1,74317.09,6834.96
Hipertensi + CKD,Dual,2,61225.68,6512.85
Hipertensi + CKD,Dual,3,51472.13,6327.8
Hipertensi + CKD,Dual,4,49894.54,5115.22
Hipertensi + CKD,Dual,5,44268.16,5849.12
Hipertensi + CKD,Dual,6,40605.79,3157.23
Hipertensi + CKD,Dual,7,38743.65,3691.42
Hipertensi + CKD,Dual,8,37037.11,3570.9
Hipertensi + CKD,Dual,9,34261.83,3555.35
Hipertensi + CKD,Dual,10,30866.06,2663.05
Hipertensi + CKD,Dual,11,29431.39,3419.93
Hipertensi + CKD,Dual,12,27061.48,3572.33
Hipertensi + CKD,Dual,13,26460.46,3128.88
Hipertensi + CKD,Dual,14,25721.97,3519.81
Hipertensi + CKD,Dual,15,25241.46,3168.04
Hipertensi + CKD,Dual,16,24652.71,2949.66
Hipertensi + CKD,Dual,17,23483.9,2954.97
Hipertensi + CKD,Dual,18,22650.53,2447.58
Hipertensi + CKD,Dual,19,22066.49,2751.4
Hipertensi + CKD,Dual,20,21664.88,2474.27
Hipertensi + CKD,Dual,21,20458.39,2937.74
Hipertensi + CKD,Dual,22,20272.69,3043.95
Hipertensi + CKD,Dual,23,19553.16,2909.7
Hipertensi + CKD,Dual,24,19051.78,2956.49
Hipertensi + CKD,Dual,25,18973.76,3048.13
Hipertensi + CKD,Dual,26,18842.78,3057.36
Hipertensi + CKD,Dual,27,18720.29,2996.34
Hipertensi + CKD,Dual,28,18130.96,3023.41
